scenario,measure,year,median,mean,ci_lower,ci_upper,alloc_strategy
allDistrict_who030718_v2,cases,2018,156146.1824591054,156184.60322895757,154254.3065050805,158846.21494201382,allDistrict
allDistrict_who030718_v2,cases,2019,159847.80851525796,159886.05509567613,157906.03414998046,162612.39862586377,allDistrict
allDistrict_who030718_v2,cases,2020,163839.50444221238,163877.43941744734,161843.93162984645,166673.55040801398,allDistrict
allDistrict_who030718_v2,cases,2021,168312.39254693894,168349.77693359405,166256.66103738564,171223.95568052193,allDistrict
allDistrict_who030718_v2,cases,2022,172980.23372983036,173016.97298179532,170861.6252608308,175972.64585304298,allDistrict
allDistrict_who030718_v2,cases,2023,177792.92263600565,177828.9468396689,175609.3478316542,180868.69091374832,allDistrict
allDistrict_who030718_v2,cases,2024,182754.81469140862,182790.04976215833,180504.1161653423,185916.52134735047,allDistrict
allDistrict_who030718_v2,cases,2025,187869.24968434018,187904.76764312288,185549.23166138266,191120.7046994411,allDistrict
allDistrict_who030718_v2,cases,2026,193141.83215689746,193177.72370702503,190750.09259073326,196485.94849094414,allDistrict
allDistrict_who030718_v2,cases,2027,198577.42193731724,198613.68429978905,196111.5819968092,202017.10590376495,allDistrict
allDistrict_who030718_v2,cases,2028,204180.93300010686,204217.56308503306,201638.53698207822,207719.1801272667,allDistrict
allDistrict_who030718_v2,cases,2029,209957.42824629846,209994.423521699,207335.94233913298,213597.3267208787,allDistrict
allDistrict_who030718_v2,cases,2030,215912.12920899055,215949.48660318024,213208.82315853037,219656.8626934394,allDistrict
allDistrict_who030718_v2,cases,2031,224286.10154839675,224322.38259828836,221467.2326846808,228175.94553774182,allDistrict
allDistrict_who030718_v2,cases,2032,232698.04852109303,232734.8961133985,229764.17177717842,236735.48453185425,allDistrict
allDistrict_who030718_v2,cases,2033,240724.565663161,240762.72551983158,237680.66631953267,244903.88671155475,allDistrict
allDistrict_who030718_v2,cases,2034,247921.42526664643,247961.68417908857,244778.120887442,252229.3267196785,allDistrict
allDistrict_who030718_v2,cases,2035,255132.57969603006,255175.1794000566,251889.33170520476,259569.71223755713,allDistrict
allDistrict_who030718_v2,cases_cf,2018,156990.30655965395,157028.2881428084,155087.62563293867,159704.29539925646,allDistrict
allDistrict_who030718_v2,cases_cf,2019,161521.97546576947,161559.34263481837,159558.73965084984,164314.2468569085,allDistrict
allDistrict_who030718_v2,cases_cf,2020,166186.77106887058,166223.45901513819,164161.05486831316,169059.6301409517,allDistrict
allDistrict_who030718_v2,cases_cf,2021,170988.67900838162,171024.619500972,168898.49534771807,173944.4996682187,allDistrict
allDistrict_who030718_v2,cases_cf,2022,175931.80715170014,175966.9283750369,173775.10576377533,178973.03389662216,allDistrict
allDistrict_who030718_v2,cases_cf,2023,181020.38905661512,181054.61598901558,178795.054771143,184149.5400952747,allDistrict
allDistrict_who030718_v2,cases_cf,2024,186258.78734482476,186292.0407928744,183962.63691573215,189478.4560907594,allDistrict
allDistrict_who030718_v2,cases_cf,2025,191650.5585026312,191683.69516557505,189281.59116574712,194964.35606014164,allDistrict
allDistrict_who030718_v2,cases_cf,2026,197200.88090370776,197234.20814107746,194756.46182598287,200611.95346905754,allDistrict
allDistrict_who030718_v2,cases_cf,2027,202914.83743755837,202948.3512476482,200392.56143515385,206426.10680523148,allDistrict
allDistrict_who030718_v2,cases_cf,2028,208797.34662781033,208831.0427465118,206194.7315891929,212411.82396756465,allDistrict
allDistrict_who030718_v2,cases_cf,2029,214853.47535499214,214887.35013172435,212167.9610245994,218574.26464928195,allDistrict
allDistrict_who030718_v2,cases_cf,2030,221088.44862062854,221122.4979158848,218316.99228313955,224918.74947510083,allDistrict
allDistrict_who030718_v2,cases_cf,2031,227507.6503182679,227541.8703122947,224646.3159242099,231450.75977355108,allDistrict
allDistrict_who030718_v2,cases_cf,2032,234115.0953447814,234151.01612877092,231162.49963396465,238175.9459841226,allDistrict
allDistrict_who030718_v2,cases_cf,2033,240917.62102464,240955.65523150522,237871.16835635767,245100.13369745336,allDistrict
