scenario,measure,year,median,mean,ci_lower,ci_upper,alloc_strategy
allDistrict_who030718_v2,cases,2018,155821.98942118738,155860.5788593154,153934.26320755683,158516.66184618924,allDistrict
allDistrict_who030718_v2,cases,2019,159223.84509375118,159262.41952504977,157290.06980304024,161978.11833004176,allDistrict
allDistrict_who030718_v2,cases,2020,162731.4909612122,162770.01216996435,160750.13797196632,165547.21585080534,allDistrict
allDistrict_who030718_v2,cases,2021,166312.4914741165,166350.938135437,164282.44167259557,169190.98535042477,allDistrict
allDistrict_who030718_v2,cases,2022,169963.5004880553,170001.85301546432,167883.67263073014,172906.0276114048,allDistrict
allDistrict_who030718_v2,cases,2023,174444.32719533352,174482.17092225436,172303.90810510563,177464.71757842356,allDistrict
allDistrict_who030718_v2,cases,2024,179073.86494291294,179111.30449739285,176870.60116697062,182174.86710264595,allDistrict
allDistrict_who030718_v2,cases,2025,183855.64661646326,183893.67889911047,181587.37514816085,187040.98192645557,allDistrict
allDistrict_who030718_v2,cases,2026,188795.23757159495,188833.86111957364,186459.68168073834,192067.71234682822,allDistrict
allDistrict_who030718_v2,cases,2027,193897.35206449783,193936.56550568852,191492.1611471525,197259.85862383962,allDistrict
allDistrict_who030718_v2,cases,2028,199166.8560802603,199206.65769824022,196689.60325201487,202622.37506792005,allDistrict
allDistrict_who030718_v2,cases,2029,204608.76826723735,204649.1568615755,202056.94907310454,208160.37215186495,allDistrict
allDistrict_who030718_v2,cases,2030,210228.26938615384,210269.2431795031,207599.29651401457,213879.12533859877,allDistrict
allDistrict_who030718_v2,cases,2031,219078.56722874258,219118.1671596508,216328.05060448256,222882.37453288844,allDistrict
allDistrict_who030718_v2,cases,2032,227851.04519773243,227891.09498819156,224981.0315258401,231808.4793099016,allDistrict
allDistrict_who030718_v2,cases,2033,236710.72487113829,236751.52025083857,233719.79500742193,240823.7511811341,allDistrict
allDistrict_who030718_v2,cases,2034,245782.23035047163,245823.88672711048,242667.19283996167,250054.78021765148,allDistrict
allDistrict_who030718_v2,cases,2035,255132.57969603006,255175.1794000566,251889.33170520476,259569.71223755713,allDistrict
allDistrict_who030718_v2,cases_cf,2018,156990.30655965395,157028.2881428084,155087.62563293867,159704.29539925646,allDistrict
allDistrict_who030718_v2,cases_cf,2019,161521.97546576947,161559.34263481837,159558.73965084984,164314.2468569085,allDistrict
allDistrict_who030718_v2,cases_cf,2020,166186.77106887058,166223.45901513819,164161.05486831316,169059.6301409517,allDistrict
allDistrict_who030718_v2,cases_cf,2021,170988.67900838162,171024.619500972,168898.49534771807,173944.4996682187,allDistrict
allDistrict_who030718_v2,cases_cf,2022,175931.80715170014,175966.9283750369,173775.10576377533,178973.03389662216,allDistrict
allDistrict_who030718_v2,cases_cf,2023,181020.38905661512,181054.61598901558,178795.054771143,184149.5400952747,allDistrict
allDistrict_who030718_v2,cases_cf,2024,186258.78734482476,186292.0407928744,183962.63691573215,189478.4560907594,allDistrict
allDistrict_who030718_v2,cases_cf,2025,191650.5585026312,191683.69516557505,189281.59116574712,194964.35606014164,allDistrict
allDistrict_who030718_v2,cases_cf,2026,197200.88090370776,197234.20814107746,194756.46182598287,200611.95346905754,allDistrict
allDistrict_who030718_v2,cases_cf,2027,202914.83743755837,202948.3512476482,200392.56143515385,206426.10680523148,allDistrict
allDistrict_who030718_v2,cases_cf,2028,208797.34662781033,208831.0427465118,206194.7315891929,212411.82396756465,allDistrict
allDistrict_who030718_v2,cases_cf,2029,214853.47535499214,214887.35013172435,212167.9610245994,218574.26464928195,allDistrict
allDistrict_who030718_v2,cases_cf,2030,221088.44862062854,221122.4979158848,218316.99228313955,224918.74947510083,allDistrict
allDistrict_who030718_v2,cases_cf,2031,227507.6503182679,227541.8703122947,224646.3159242099,231450.75977355108,allDistrict
allDistrict_who030718_v2,cases_cf,2032,234115.0953447814,234151.01612877092,231162.49963396465,238175.9459841226,allDistrict
allDistrict_who030718_v2,cases_cf,2033,240917.62102464,240955.65523150522,237871.16835635767,245100.13369745336,allDistrict
allDistrict_who030718_v2,cases_cf,2034,247921.42526664643,247961.68417908857,244778.120887442,252229.3267196785,allDistrict
allDistrict_who030718_v2,cases_cf,2035,255132.57969603006,255175.1794000566,251889.33170520476,259569.71223755713,allDistrict
allDistrict_who030718_v2,casesAverted,2018,1168.3171384665534,1167.7092834930127,1153.3591229796632,1187.6335530672122,allDistrict
allDistrict_who030718_v2,casesAverted,2019,2298.130372018284,2296.9231097685984,2268.663449426475,2336.1285268666834,allDistrict
allDistrict_who030718_v2,casesAverted,2020,3455.28010765836,3453.4468451738408,3410.9075334047297,3512.414290146348,allDistrict
allDistrict_who030718_v2,casesAverted,2021,4676.187534265109,4673.68136553503,4616.041389040832,4753.514317793896,allDistrict
allDistrict_who030718_v2,casesAverted,2022,5968.30666364486,5965.075359572573,5891.417948876108,6067.006285217357,allDistrict
allDistrict_who030718_v2,casesAverted,2023,6576.061861281599,6572.445066761217,6491.114725626099,6684.822516851082,allDistrict
