scenario,measure,year,median,mean,ci_lower,ci_upper,alloc_strategy
allDistrict_who030718_v2,cases,2018,155821.98942118738,155860.5788593154,153934.26320755683,158516.66184618924,allDistrict
allDistrict_who030718_v2,cases,2019,315045.8345149385,315122.9983843652,311224.33301059715,320494.780176231,allDistrict
allDistrict_who030718_v2,cases,2020,477777.3254761508,477893.0105543295,471974.47098256345,486041.99602703634,allDistrict
allDistrict_who030718_v2,cases,2021,644089.8169502673,644243.9486897665,636256.912655159,655232.9813774612,allDistrict
allDistrict_who030718_v2,cases,2022,814053.3174383226,814245.8017052308,804140.5852858891,828139.008988866,allDistrict
allDistrict_who030718_v2,cases,2023,988497.6446336561,988727.9726274852,976444.4933909947,1005603.7265672894,allDistrict
allDistrict_who030718_v2,cases,2024,1167571.682356081,1167839.277124878,1153315.3892364241,1187778.5936699356,allDistrict
allDistrict_who030718_v2,cases,2025,1351428.742888788,1351732.9560239885,1334904.3854751154,1374819.5755963912,allDistrict
allDistrict_who030718_v2,cases,2026,1540226.709766162,1540566.817143562,1521367.0945856916,1566887.2879432195,allDistrict
allDistrict_who030718_v2,cases,2027,1734128.184928459,1734503.3826492506,1712863.7738850978,1764147.146567059,allDistrict
allDistrict_who030718_v2,cases,2028,1933300.6404964298,1933710.040347491,1909559.4747314807,1966769.5216349792,allDistrict
allDistrict_who030718_v2,cases,2029,2137916.571774738,2138359.1972090662,2111624.0203985255,2174929.893786844,allDistrict
allDistrict_who030718_v2,cases,2030,2348145.6437593764,2348628.4403885696,2319223.31691254,2388809.0191254425,allDistrict
allDistrict_who030718_v2,cases,2031,2567224.2109881192,2567746.60754822,2535552.936360693,2611691.393658331,allDistrict
allDistrict_who030718_v2,cases,2032,2795076.916539698,2795637.702536412,2760537.34334124,2843499.8729682327,allDistrict
allDistrict_who030718_v2,cases,2033,3031791.194819602,3032389.2227872503,2994262.4327250132,3084323.6241493667,allDistrict
allDistrict_who030718_v2,cases,2034,3277579.000024875,3278213.109514361,3236936.9643880525,3334378.4043670185,allDistrict
allDistrict_who030718_v2,cases,2035,3532719.3110347968,3533388.2889144174,3488835.816058021,3593948.1166045754,allDistrict
allDistrict_who030718_v2,cases_cf,2018,156990.30655965395,157028.2881428084,155087.62563293867,159704.29539925646,allDistrict
allDistrict_who030718_v2,cases_cf,2019,318512.28202542337,318587.63077762676,314646.36528378853,324018.54225616495,allDistrict
allDistrict_who030718_v2,cases_cf,2020,484699.053094294,484811.089792765,478807.4201521016,493078.1723971166,allDistrict
allDistrict_who030718_v2,cases_cf,2021,655687.7321026756,655835.709293737,647705.9154998197,667022.6720653353,allDistrict
allDistrict_who030718_v2,cases_cf,2022,831619.5392543757,831802.6376687739,821481.0212635951,845995.7059619576,allDistrict
allDistrict_who030718_v2,cases_cf,2023,1012639.9283109909,1012857.2536577894,1000276.076034738,1030145.2460572321,allDistrict
allDistrict_who030718_v2,cases_cf,2024,1198898.7156558158,1199149.294450664,1184238.7129504702,1219623.7021479916,allDistrict
allDistrict_who030718_v2,cases_cf,2025,1390550.2133865403,1390832.989616239,1373520.9919993884,1414588.058208133,allDistrict
allDistrict_who030718_v2,cases_cf,2026,1587753.366927485,1588067.1977573163,1568279.534341074,1615200.011677191,allDistrict
allDistrict_who030718_v2,cases_cf,2027,1790671.897320488,1791015.5490049645,1768675.6625111275,1821626.1184824223,allDistrict
allDistrict_who030718_v2,cases_cf,2028,1999474.448443628,1999846.5917514763,1974875.5451158418,2034037.942449987,allDistrict
allDistrict_who030718_v2,cases_cf,2029,2214334.735712976,2214733.941883201,2187050.3444604203,2252612.2070992687,allDistrict
allDistrict_who030718_v2,cases_cf,2030,2435428.5658256905,2435856.4397990857,2405376.3695854326,2477530.9565743697,allDistrict
allDistrict_who030718_v2,cases_cf,2031,2662936.2161439583,2663398.31011138,2630024.9503544476,2708981.716347921,allDistrict
allDistrict_who030718_v2,cases_cf,2032,2897052.845427072,2897549.326240151,2861191.1691327007,2947157.6623320435,allDistrict
allDistrict_who030718_v2,cases_cf,2033,3137973.950098701,3138504.9814716564,3099067.875654121,3192257.796029497,allDistrict
allDistrict_who030718_v2,cases_cf,2034,3385900.923090092,3386466.665650745,3343853.4665057096,3444487.1227491754,allDistrict
allDistrict_who030718_v2,cases_cf,2035,3641041.234100014,3641641.8450508015,3595752.318175677,3704056.8349867323,allDistrict
allDistrict_who030718_v2,casesAverted,2018,1168.3171384665534,1167.7092834930127,1153.3591229796632,1187.6335530672122,allDistrict
allDistrict_who030718_v2,casesAverted,2019,3466.4475104848375,3464.6323932616106,3422.0225724061374,3523.7620799338956,allDistrict
allDistrict_who030718_v2,casesAverted,2020,6921.727618143197,6918.079238435452,6832.930040462102,7036.176370080243,allDistrict
allDistrict_who030718_v2,casesAverted,2021,11597.915152408306,11591.76060397048,11448.971429502933,11789.69068787414,allDistrict
allDistrict_who030718_v2,casesAverted,2022,17566.22181605317,17556.835963543053,17340.38937837904,17856.696973091497,allDistrict
allDistrict_who030718_v2,casesAverted,2023,24142.283677334766,24129.28103030427,23831.52017203388,24541.519489942577,allDistrict
allDistrict_who030718_v2,casesAverted,2024,31327.033299734576,31310.017325785837,30923.24483266957,31845.108478056034,allDistrict
allDistrict_who030718_v2,casesAverted,2025,39121.470497752176,39100.03359225041,38616.4558694142,39768.48261174209,allDistrict
allDistrict_who030718_v2,casesAverted,2026,47526.65716132314,47500.38061375422,46912.138935368064,48312.72373397141,allDistrict
allDistrict_who030718_v2,casesAverted,2027,56543.712392028734,56512.1663557139,55811.387377564286,57478.97191536328,allDistrict
allDistrict_who030718_v2,casesAverted,2028,66173.80794719822,66136.5514039855,65315.31298538827,67268.4208150079,allDistrict
allDistrict_who030718_v2,casesAverted,2029,76418.16393823863,76374.74467413433,75425.07532854748,77682.31331242489,allDistrict
allDistrict_who030718_v2,casesAverted,2030,87278.04484138534,87227.99941051604,86141.87778948313,88721.93744892692,allDistrict
allDistrict_who030718_v2,casesAverted,2031,95706.91710526693,95651.70256315992,94459.5880088561,97290.3226895896,allDistrict
allDistrict_who030718_v2,casesAverted,2032,101970.70198320743,101911.62370373929,100640.6689487971,103657.78936381057,allDistrict
allDistrict_who030718_v2,casesAverted,2033,106177.44833638374,106115.75868440594,104791.80111463588,107934.17188012984,allDistrict
allDistrict_who030718_v2,casesAverted,2034,108316.58274441888,108253.55613638402,106902.61698079052,110108.71838215683,allDistrict
allDistrict_who030718_v2,casesAverted,2035,108316.58274441888,108253.55613638402,106902.61698079052,110108.71838215683,allDistrict
allDistrict_who030718_v2,dalysAverted,2018,1068.5324398115179,1067.072152439804,1059.5912739882333,1076.5833567956588,allDistrict
allDistrict_who030718_v2,dalysAverted,2019,3170.0087706120717,3165.679308556944,3143.500359918644,3193.922201421231,allDistrict
allDistrict_who030718_v2,dalysAverted,2020,6329.027744808489,6320.389561029444,6276.12638612855,6376.83162160929,allDistrict
allDistrict_who030718_v2,dalysAverted,2021,10686.260955675214,10674.09853781303,10601.111605275562,10769.691760468775,allDistrict
allDistrict_who030718_v2,dalysAverted,2022,16246.321562892406,16229.83995421615,16119.82934803176,16376.214002384993,allDistrict
allDistrict_who030718_v2,dalysAverted,2023,22371.003303534868,22349.627094576343,22199.40389604404,22552.19246948376,allDistrict
allDistrict_who030718_v2,dalysAverted,2024,29060.533030128892,29033.995569820036,28839.048881177914,29298.216053156113,allDistrict
allDistrict_who030718_v2,dalysAverted,2025,36315.49646565132,36283.5395710465,36039.81136844099,36614.93293752397,allDistrict
allDistrict_who030718_v2,dalysAverted,2026,44842.09375628666,44807.448860708864,44501.52378454814,45233.86984534255,allDistrict
allDistrict_who030718_v2,dalysAverted,2027,53985.73544584318,53950.06285222018,53577.6333889364,54478.7734992782,allDistrict
allDistrict_who030718_v2,dalysAverted,2028,63748.01866053282,63712.300760574566,63268.15038901977,64351.111946694626,allDistrict
allDistrict_who030718_v2,dalysAverted,2029,74130.51614032142,74095.12591311689,73575.5186132568,74850.5755374637,allDistrict
allDistrict_who030718_v2,dalysAverted,2030,85134.53753397004,85099.54160946007,84498.88236801216,85979.39696610466,allDistrict
allDistrict_who030718_v2,dalysAverted,2031,94876.0302360773,94838.20154388022,94161.563147955545,95840.23372787409,allDistrict
allDistrict_who030718_v2,dalysAverted,2032,102109.16566588756,102074.74734922967,101338.73223713992,103167.6816156388,allDistrict
allDistrict_who030718_v2,dalysAverted,2033,106966.4325913167,106934.36095643241,106157.3012301058,108088.4247014292,allDistrict
allDistrict_who030718_v2,dalysAverted,2034,109436.47536983603,109405.23581626365,108607.26902898226,110590.4278730382,allDistrict
allDistrict_who030718_v2,dalysAverted,2035,109436.47536983603,109405.23581626365,108607.26902898226,110590.4278730382,allDistrict
allDistrict_who030718_v2,deathsAverted,2018,48.61351601197405,48.68194245827363,48.23742598823295,49.411245742603114,allDistrict
allDistrict_who030718_v2,deathsAverted,2019,144.2274763850705,144.4300179021818,143.108895251658,146.5958807615397,allDistrict
allDistrict_who030718_v2,deathsAverted,2020,287.9670386266972,288.37090879740526,285.72830474669104,292.69977553546204,allDistrict
allDistrict_who030718_v2,deathsAverted,2021,482.47150333912737,483.1474619095483,478.71184581919545,490.4079273164936,allDistrict
allDistrict_who030718_v2,deathsAverted,2022,730.688754730045,731.7113944600617,724.9830075601966,742.7191113259559,allDistrict
allDistrict_who030718_v2,deathsAverted,2023,1004.1257251023414,1005.5293281288623,996.2657262629884,1020.6755620639909,allDistrict
allDistrict_who030718_v2,deathsAverted,2024,1302.809864369144,1304.6285869257963,1292.5852891507795,1324.3067984958939,allDistrict
allDistrict_who030718_v2,deathsAverted,2025,1626.7712059132468,1629.0390852035507,1613.969548138642,1653.644844556331,allDistrict
allDistrict_who030718_v2,deathsAverted,2026,1976.0427720144096,1978.7931079176763,1960.4487199423768,2008.7246682419834,allDistrict
allDistrict_who030718_v2,deathsAverted,2027,2350.6605846360126,2353.925104646691,2332.055303895609,2389.5714770783597,allDistrict
allDistrict_who030718_v2,deathsAverted,2028,2750.660028717969,2754.4714959875273,2728.823485084039,2796.203691637778,allDistrict
allDistrict_who030718_v2,deathsAverted,2029,3176.079511541733,3180.4704914882086,3150.789332750582,3228.680503070472,allDistrict
allDistrict_who030718_v2,deathsAverted,2030,3626.9590554237684,3631.9619195937726,3597.990516963268,3687.042974340766,allDistrict
allDistrict_who030718_v2,deathsAverted,2031,3976.879908724556,3982.3569951983754,3945.041446592166,4042.77212628822,allDistrict
allDistrict_who030718_v2,deathsAverted,2032,4236.893739112485,4242.72264914009,4202.911922825525,4307.10267848472,allDistrict
allDistrict_who030718_v2,deathsAverted,2033,4411.500413818673,4417.565176768228,4376.07518659131,4484.608731023025,allDistrict
allDistrict_who030718_v2,deathsAverted,2034,4500.27799719862,4506.46245528942,4464.11662766281,4574.860801478025,allDistrict
allDistrict_who030718_v2,deathsAverted,2035,4500.27799719862,4506.46245528942,4464.11662766281,4574.860801478025,allDistrict
hrDistrict2_who030718_v2,cases,2018,137504.5938692477,137959.09709746068,136537.3834434817,140735.0620696518,hrDistrict2
hrDistrict2_who030718_v2,cases,2019,268527.84908861446,269008.5487035322,266393.8627281322,273106.102829554,hrDistrict2
hrDistrict2_who030718_v2,cases,2020,396093.4544908431,396125.6127859799,392106.5916062684,401387.1662173958,hrDistrict2
hrDistrict2_who030718_v2,cases,2021,518541.915971332,518648.20295844343,513590.190918832,525407.0788140984,hrDistrict2
hrDistrict2_who030718_v2,cases,2022,635603.2100721805,635742.3486801613,629904.8930425987,643604.5496702504,hrDistrict2
hrDistrict2_who030718_v2,cases,2023,759030.7201382926,758673.8758905563,751430.000404431,766773.8225673474,hrDistrict2
hrDistrict2_who030718_v2,cases,2024,880368.3985351783,880212.4902785937,871807.4681906189,889532.8227397834,hrDistrict2
hrDistrict2_who030718_v2,cases,2025,1001918.3549129369,1001837.8715772599,993013.5238400795,1011710.0684322526,hrDistrict2
hrDistrict2_who030718_v2,cases,2026,1130832.9339260191,1130803.4922590111,1120772.1883059358,1140842.9198667223,hrDistrict2
hrDistrict2_who030718_v2,cases,2027,1258679.844722685,1258862.4659591666,1247691.5652029172,1270198.5553576658,hrDistrict2
hrDistrict2_who030718_v2,cases,2028,1387252.2154299598,1387575.3593966386,1376167.7752453315,1399548.1183295606,hrDistrict2
hrDistrict2_who030718_v2,cases,2029,1522895.2719898368,1523454.8412923038,1510561.475577406,1536202.6992800415,hrDistrict2
hrDistrict2_who030718_v2,cases,2030,1658724.5924995667,1659216.8836889851,1644586.8400994542,1673944.1630501377,hrDistrict2
hrDistrict2_who030718_v2,cases,2031,1819012.50132107,1819309.0590638062,1803378.7426199627,1837096.029725672,hrDistrict2
hrDistrict2_who030718_v2,cases,2032,2010534.5300753382,2010501.3191924053,1992417.4035124402,2031500.6919941767,hrDistrict2
hrDistrict2_who030718_v2,cases,2033,2223644.5214981926,2223733.047095881,2203107.316571344,2248878.013271004,hrDistrict2
hrDistrict2_who030718_v2,cases,2034,2456215.6375816017,2456622.433521793,2433583.9503913135,2486843.6716024512,hrDistrict2
hrDistrict2_who030718_v2,cases,2035,2711270.1139562796,2711797.6129210764,2686049.52674049,2746478.7154375296,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2018,156990.30655965395,157028.2881428084,155087.62563293867,159704.29539925646,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2019,318512.28202542337,318587.63077762676,314646.36528378853,324018.54225616495,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2020,484699.053094294,484811.089792765,478807.4201521016,493078.1723971166,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2021,655687.7321026756,655835.709293737,647705.9154998197,667022.6720653353,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2022,831619.5392543757,831802.6376687739,821481.0212635951,845995.7059619576,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2023,1012639.9283109909,1012857.2536577894,1000276.076034738,1030145.2460572321,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2024,1198898.7156558158,1199149.294450664,1184238.7129504702,1219623.7021479916,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2025,1390550.2133865403,1390832.989616239,1373520.9919993884,1414588.058208133,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2026,1587753.366927485,1588067.1977573163,1568279.534341074,1615200.011677191,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2027,1790671.897320488,1791015.5490049645,1768675.6625111275,1821626.1184824223,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2028,1999474.448443628,1999846.5917514763,1974875.5451158418,2034037.942449987,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2029,2214334.735712976,2214733.941883201,2187050.3444604203,2252612.2070992687,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2030,2435428.5658256905,2435856.4397990857,2405376.3695854326,2477530.9565743697,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2031,2662936.2161439583,2663398.31011138,2630024.9503544476,2708981.716347921,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2032,2897052.845427072,2897549.326240151,2861191.1691327007,2947157.6623320435,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2033,3137973.950098701,3138504.9814716564,3099067.875654121,3192257.796029497,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2034,3385900.923090092,3386466.665650745,3343853.4665057096,3444487.1227491754,hrDistrict2
hrDistrict2_who030718_v2,cases_cf,2035,3641041.234100014,3641641.8450508015,3595752.318175677,3704056.8349867323,hrDistrict2
hrDistrict2_who030718_v2,casesAverted,2018,19044.051946909094,19069.191045347718,18470.89406352711,19668.807078776506,hrDistrict2
