scenario,measure,year,median,mean,ci_lower,ci_upper,alloc_strategy
allDistrict_who030718_v2,cases,2018,155965.13731950006,156003.65234213136,154075.57896503358,158662.176549185,allDistrict
allDistrict_who030718_v2,cases,2019,315471.17513715813,315548.1163691215,311644.22431888507,320927.15333219164,allDistrict
allDistrict_who030718_v2,cases,2020,478704.0442893449,478819.24178073654,472889.3064056416,486984.0379994392,allDistrict
allDistrict_who030718_v2,cases,2021,645894.4214154854,646047.5989357887,638038.3591471368,657067.4249054493,allDistrict
allDistrict_who030718_v2,cases,2022,817323.5734532936,817514.3213416548,807368.848834031,831463.339624459,allDistrict
allDistrict_who030718_v2,cases,2023,993397.0053500528,993624.7136371423,981280.8732782571,1010584.1032575243,allDistrict
allDistrict_who030718_v2,cases,2024,1174263.7100664417,1174527.6977367888,1159921.282714231,1194581.2863126553,allDistrict
allDistrict_who030718_v2,cases,2025,1360077.145628347,1360376.65732235,1343441.321564802,1383611.0032616607,allDistrict
allDistrict_who030718_v2,cases,2026,1550995.3754262167,1551329.5768594255,1531996.7698990668,1577834.0521005343,allDistrict
allDistrict_who030718_v2,cases,2027,1747181.2122670312,1747549.1863819084,1725748.0830109213,1777416.0645042907,allDistrict
allDistrict_who030718_v2,cases,2028,1948802.367584857,1949203.1103892785,1924860.5374472593,1982527.654588742,allDistrict
allDistrict_who030718_v2,cases,2029,2156031.6025537485,2156464.019077255,2129504.3832377014,2193344.57455038,allDistrict
allDistrict_who030718_v2,cases,2030,2369040.1163460067,2369509.78722961,2339847.7502194215,2410047.8763589202,allDistrict
allDistrict_who030718_v2,cases,2031,2590710.9658204964,2591218.5850435966,2558735.7611108823,2635565.3591789166,allDistrict
allDistrict_who030718_v2,cases,2032,2821001.6265174323,2821546.078593856,2786126.192092626,2869852.0857110266,allDistrict
allDistrict_who030718_v2,cases,2033,3059795.7932821345,3060376.1571747125,3021903.882738507,3112790.111753553,allDistrict
allDistrict_who030718_v2,cases,2034,3306894.6424574554,3307510.2481329027,3265872.2338300743,3364177.617804498,allDistrict
allDistrict_who030718_v2,cases,2035,3562034.9533194285,3562685.42751233,3517771.085156826,3623747.32966484,allDistrict
allDistrict_who030718_v2,cases_cf,2018,156990.30655965395,157028.2881428084,155087.62563293867,159704.29539925646,allDistrict
allDistrict_who030718_v2,cases_cf,2019,318512.28202542337,318587.63077762676,314646.36528378853,324018.54225616495,allDistrict
allDistrict_who030718_v2,cases_cf,2020,484699.053094294,484811.089792765,478807.4201521016,493078.1723971166,allDistrict
allDistrict_who030718_v2,cases_cf,2021,655687.7321026756,655835.709293737,647705.9154998197,667022.6720653353,allDistrict
allDistrict_who030718_v2,cases_cf,2022,831619.5392543757,831802.6376687739,821481.0212635951,845995.7059619576,allDistrict
allDistrict_who030718_v2,cases_cf,2023,1012639.9283109909,1012857.2536577894,1000276.076034738,1030145.2460572321,allDistrict
allDistrict_who030718_v2,cases_cf,2024,1198898.7156558158,1199149.294450664,1184238.7129504702,1219623.7021479916,allDistrict
allDistrict_who030718_v2,cases_cf,2025,1390550.2133865403,1390832.989616239,1373520.9919993884,1414588.058208133,allDistrict
allDistrict_who030718_v2,cases_cf,2026,1587753.366927485,1588067.1977573163,1568279.534341074,1615200.011677191,allDistrict
allDistrict_who030718_v2,cases_cf,2027,1790671.897320488,1791015.5490049645,1768675.6625111275,1821626.1184824223,allDistrict
allDistrict_who030718_v2,cases_cf,2028,1999474.448443628,1999846.5917514763,1974875.5451158418,2034037.942449987,allDistrict
allDistrict_who030718_v2,cases_cf,2029,2214334.735712976,2214733.941883201,2187050.3444604203,2252612.2070992687,allDistrict
allDistrict_who030718_v2,cases_cf,2030,2435428.5658256905,2435856.4397990857,2405376.3695854326,2477530.9565743697,allDistrict
allDistrict_who030718_v2,cases_cf,2031,2662936.2161439583,2663398.31011138,2630024.9503544476,2708981.716347921,allDistrict
