cntry_code,year,district,pop,hr_pop,cases,incidence,index,hr_prop,hr_district,hr_level,cntry_rank,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
SLE,2023,Sierra Leone_Northern_Bombali,656162.4519874457,205791.8411471937,708.8474205293905,0.001080292568375968,4,0.31362940766249625,TRUE,1,4,FALSE,1,893164.3724986549,893164.3724986549,893164.3724986549,446582.18624932744,TRUE
SLE,2023,Sierra Leone_Eastern_Kenema,800818.3980865472,266751.2103178393,494.0125944964101,6.16884671576964e-4,2,0.33309825417998273,TRUE,1,4,FALSE,2,1090069.1739460183,1983233.546444673,1090069.1739460183,545034.5869730092,TRUE
KEN,2023,Kenya_Garissa_Daadab,225535.7671909675,86530.31156447323,1321.8095485794454,0.005860753551609541,40,0.38366558281288293,TRUE,1,5,FALSE,3,306997.9261522532,2290231.4725969266,306997.9261522532,153498.9630761266,TRUE
KEN,2023,Kenya_Migori_Nyatike,428447.5084527596,81956.5735043692,1197.076454747746,0.0027939862670008616,172,0.1912873149859983,TRUE,1,5,FALSE,4,583200.1646493829,2873431.6372463093,583200.1646493829,291600.08232469147,TRUE
KEN,2023,Kenya_Garissa_Garissa Township,141215.70864193115,120532.80619597706,363.95864363135877,0.0025773240606979373,42,0.853536815097547,TRUE,1,5,FALSE,5,192221.97096784887,3065653.608214158,192221.97096784887,96110.98548392444,TRUE
KEN,2023,Kenya_Homa Bay_Mbita,280582.03089321323,98778.59175093586,652.1219693416483,0.002324175811493216,50,0.35204888722375105,TRUE,1,5,FALSE,6,381926.568333919,3447580.1765480773,381926.568333919,190963.2841669595,TRUE
KEN,2023,Kenya_Garissa_Fafi,158150.1811498558,35862.007171264006,221.14159338109633,0.0013983012335063516,41,0.2267591912353412,TRUE,1,5,FALSE,7,215273.0728181962,3662853.249366273,215273.0728181962,107636.5364090981,TRUE
KEN,2023,Kenya_Tana River_Garsen,128722.23326037564,28660.19906284968,92.65675295888138,7.198193397674974e-4,260,0.22265150578048667,TRUE,1,5,FALSE,8,175215.927623406,3838069.176989679,175215.927623406,87607.963811703,TRUE
KEN,2023,Kenya_Homa Bay_Suba,197414.27925122183,20054.902968697574,122.26186264378173,6.193162070520541e-4,53,0.1015879046073282,TRUE,1,5,FALSE,9,268719.12636211823,4106788.3033517976,268719.12636211823,134359.56318105911,TRUE
KEN,2023,Kenya_Marsabit_Saku,70130.77384347301,59574.049756012944,35.81215886555674,5.106482775377179e-4,158,0.8494708740698921,TRUE,1,5,FALSE,10,95461.58641511097,4202249.889766908,95461.58641511097,47730.793207555485,TRUE
KEN,2023,Kenya_Embu_Mbeere South,189244.22722937434,42161.770779579936,73.80462728631895,3.899967167657046e-4,37,0.22279026101270485,TRUE,1,5,FALSE,11,257598.1008214578,4459847.990588366,257598.1008214578,128799.0504107289,TRUE
KEN,2023,Kenya_Tharaka-Nithi_Igembe South,37033.73523365774,26064.38501055692,2.5705332950722237,6.94105868299242e-5,262,0.7038011382354046,TRUE,1,5,FALSE,12,50410.09705914124,4510258.087647508,50410.09705914124,25205.04852957062,TRUE
KEN,2023,Kenya_West Pokot_?3,10161.988669050443,7153.8042424557725,0.08618010414112934,8.480633756619036e-6,295,0.703976797793875,TRUE,1,5,FALSE,13,13832.437691976524,4524090.525339484,13832.437691976524,6916.218845988262,TRUE
KEN,2023,Kenya_Migori_Suna East,142950.98198447574,188292.28813425748,0.3505701782231404,2.452380342943092e-6,174,1.317180795265231,TRUE,1,5,FALSE,14,194584.01457673422,4718674.539916218,194584.01457673422,97292.00728836711,TRUE
KEN,2023,Kenya_Mandera_Mandera South,65624.03158073704,57295.686769109765,0.03819041907101432,5.819578308600071e-7,153,0.8730900157912284,TRUE,1,5,FALSE,15,89327.03602607596,4808001.575942295,89327.03602607596,44663.51801303798,TRUE
KEN,2023,Kenya_Migori_Rongo,133065.84331445402,15485.220209621668,0.04867908127739019,3.6582702265940947e-7,173,0.11637261542038126,TRUE,1,5,FALSE,16,181128.4234338246,4989129.999376119,181128.4234338246,90564.2117169123,TRUE
CMR,2023,Cameroon_Sud-Ouest_Fako,714410.0397530111,367112.68623130256,977.833730647329,0.0013687289878868301,49,0.513868319037373,TRUE,1,6,FALSE,17,972450.637688951,5961580.63706507,972450.637688951,486225.3188444755,TRUE
CMR,2023,Cameroon_Extrême-Nord_Mayo Danay,913455.9903893216,137911.25508998535,1051.207806797986,0.001150802904417928,22,0.1509774488765535,TRUE,1,6,FALSE,18,1243390.7853002623,7204971.422365332,1243390.7853002623,621695.3926501311,TRUE
CMR,2023,Cameroon_Extrême-Nord_Mayo Tsanaga,1049759.8850466076,128808.28477682083,826.8162738078853,7.876241849069857e-4,25,0.12270261667610013,TRUE,1,6,FALSE,19,1428926.8246940966,8633898.247059429,1428926.8246940966,714463.4123470483,TRUE
CMR,2023,Cameroon_Littoral_Moungo,918155.7852430466,129466.38882027469,629.955167909134,6.861092398850132e-4,26,0.14100699565488597,TRUE,1,6,FALSE,20,1249788.1177119012,9883686.36477133,1249788.1177119012,624894.0588559506,TRUE
CMR,2023,Cameroon_Ouest_Noun,785535.773292422,83866.13978452841,382.84239098868704,4.8736468026666294e-4,48,0.10676297965784502,TRUE,1,6,FALSE,21,1069266.557241827,10952952.922013156,1069266.557241827,534633.2786209135,TRUE
TZA,2023,Tanzania_Arusha_Lake Eyasi,5321.019194830886,2509.4813877236984,172.82236651147295,0.03247918494249402,4,0.47161667639942717,TRUE,1,7,FALSE,22,7242.939238308253,10960195.861251466,7242.939238308253,3621.4696191541266,TRUE
TZA,2023,Tanzania_Rukwa_Lake Rukwa,1517.461757730079,1455.3584445330941,11.414113316499503,0.007521845778554248,132,0.9590742152936472,TRUE,1,7,FALSE,23,2065.5597932013693,10962261.421044666,2065.5597932013693,1032.7798966006847,TRUE
TZA,2023,Tanzania_Mara_Musoma Rural,234193.39316187837,43337.67191753027,515.5533032378738,0.0022013998613595164,76,0.1850507878656276,TRUE,1,7,FALSE,24,318782.6344119458,11281044.055456612,318782.6344119458,159391.3172059729,TRUE
TZA,2023,Tanzania_Katavi_Lake Tanganyika,6363.244138718243,4375.738788541478,13.699537538042538,0.002152917166054555,40,0.687658479409355,TRUE,1,7,FALSE,25,8661.609546537667,11289705.66500315,8661.609546537667,4330.804773268834,TRUE
TZA,2023,Tanzania_Morogoro_Gairo,151455.73823705575,15459.166994709158,313.1825116143491,0.0020678154242275166,92,0.1020705268394173,TRUE,1,7,FALSE,26,206160.63749775282,11495866.302500904,206160.63749775282,103080.31874887641,TRUE
TZA,2023,Tanzania_Tanga_Handeni Township Authority,56802.31460242011,12036.943023942478,109.73124169430466,0.0019318093366855415,168,0.21190937566881532,TRUE,1,7,FALSE,27,77318.96807669273,11573185.270577597,77318.96807669273,38659.48403834637,TRUE
TZA,2023,Tanzania_Simiyu_Lake Victoria,43021.54247576566,14141.144696435376,58.265565972253775,0.0013543346569936487,152,0.3286991558798986,TRUE,1,7,FALSE,28,58560.66416617611,11631745.934743771,58560.66416617611,29280.332083088055,TRUE
TZA,2023,Tanzania_Tanga_Korogwe Township Authority,91929.9605143557,68180.63181012165,86.74585470068254,9.436080926754711e-4,171,0.7416584476773992,TRUE,1,7,FALSE,29,125134.50784623928,11756880.442590011,125134.50784623928,62567.25392311964,TRUE
TZA,2023,Tanzania_Dar es Salaam_Ilala,1262427.8401365282,225296.97288710784,899.039401714295,7.121511211421528e-4,10,0.1784632481352301,TRUE,1,7,FALSE,30,1718409.1626168634,13475289.605206875,1718409.1626168634,859204.5813084317,TRUE
TZA,2023,Tanzania_Dar es Salaam_Temeke,1156554.5106250357,188899.89700901872,529.1583398125007,4.575299607162728e-4,12,0.16332986925703288,TRUE,1,7,FALSE,31,1574295.0249805867,15049584.630187461,1574295.0249805867,787147.5124902934,TRUE
TZA,2023,Tanzania_Pwani_Kisarawe,190759.52298221618,40739.42838923646,76.53796399495401,4.012274868295271e-4,127,0.21356432304055642,TRUE,1,7,FALSE,32,259660.7122618679,15309245.34244933,259660.7122618679,129830.35613093396,TRUE
TZA,2023,Tanzania_Tanga_Korogwe,419574.03323085513,45197.68925446973,144.65186340694916,3.447588552920762e-4,172,0.10772279901697675,TRUE,1,7,FALSE,33,571121.643690969,15880366.986140298,571121.643690969,285560.8218454845,TRUE
TZA,2023,Tanzania_Mwanza_Lake Victoria,464402.3207776487,56800.80605399575,131.461800906058,2.830773986786354e-4,108,0.1223094793300816,TRUE,1,7,FALSE,34,632141.6383518144,16512508.624492113,632141.6383518144,316070.8191759072,TRUE
