cntry_code,year,district,pop,hr_pop,cases,incidence,index,hr_prop,hr_district,hr_level,cntry_rank,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
SLE,2020,Sierra Leone_Eastern_Kenema,737387.361134229,245622.34101623547,454.8843986081681,6.168866223967785e-4,2,0.33309811635288394,TRUE,1,4,FALSE,1,1003727.2289827607,1003727.2289827607,1003727.2289827607,501863.61449138034,TRUE
KEN,2020,Kenya_Garissa_Daadab,208600.5941318789,80029.14740311255,1222.4956448785006,0.005860460992290509,40,0.3836477443229021,TRUE,1,5,FALSE,2,283945.8707158863,1287673.099698647,283945.8707158863,141972.93535794315,TRUE
KEN,2020,Kenya_Migori_Nyatike,395947.7667055888,75752.37760158013,1107.0398918362723,0.0027959240711147226,172,0.1913191182560871,TRUE,1,5,FALSE,3,538961.7121807014,1826634.8118793485,538961.7121807014,269480.8560903507,TRUE
KEN,2020,Kenya_Homa Bay_Mbita,259396.67425163466,91356.49798850257,603.1185845549733,0.002325082178848222,50,0.35218839351764303,TRUE,1,5,FALSE,4,353089.1886368287,2179724.000516177,353089.1886368287,176544.59431841434,TRUE
KEN,2020,Kenya_Garissa_Garissa Township,130605.40727968283,111475.91332328798,336.6106015279892,0.002577309841445997,42,0.853532144228682,TRUE,1,5,FALSE,5,177779.2927415497,2357503.293257727,177779.2927415497,88889.64637077485,TRUE
KEN,2020,Kenya_Garissa_Fafi,146289.27208823798,33167.384589226414,204.52589012307718,0.001398092199130722,41,0.2267246539392218,TRUE,1,5,FALSE,6,199128.07493360803,2556631.368191335,199128.07493360803,99564.03746680402,TRUE
KEN,2020,Kenya_Homa Bay_Suba,182581.37322859248,18548.062125673358,113.07567203006732,6.193165821383993e-4,53,0.10158792103316652,TRUE,1,5,FALSE,7,248528.664137549,2805160.0323288837,248528.664137549,124264.3320687745,TRUE
KEN,2020,Kenya_Tana River_Garsen,119058.46771450496,26506.98770918927,85.69744054415598,7.197929067057479e-4,260,0.22263840798582618,TRUE,1,5,FALSE,8,162061.6682420465,2967221.7005709303,162061.6682420465,81030.83412102325,TRUE
KEN,2020,Kenya_Embu_Mbeere South,175025.8546241864,38993.994614040756,68.25942880866805,3.8999626058238053e-4,37,0.2227899112263627,TRUE,1,5,FALSE,9,238244.13777861712,3205465.8383495472,238244.13777861712,119122.06888930856,TRUE
KEN,2020,Kenya_Marsabit_Saku,64863.587962571546,55094.99637959695,33.121869739548,5.10638877372316e-4,158,0.8493979150735326,TRUE,1,5,FALSE,10,88291.9247590686,3293757.763108616,88291.9247590686,44145.9623795343,TRUE
KEN,2020,Kenya_Tharaka-Nithi_Igembe South,34251.303659424084,24106.311317578984,2.377400490318728,6.94105110263328e-5,262,0.7038071180378632,TRUE,1,5,FALSE,11,46622.667980422186,3340380.431089038,46622.667980422186,23311.333990211093,TRUE
KEN,2020,Kenya_Migori_Suna East,132209.72269240845,174134.68180226706,0.3242285618402142,2.452380621011858e-6,174,1.3171095003912747,TRUE,1,5,FALSE,12,179963.07720613902,3520343.508295177,179963.07720613902,89981.53860306951,TRUE
KEN,2020,Kenya_West Pokot_?3,9398.78539663586,6616.630601609197,0.0797073133124247,8.480597220674346e-6,295,0.7039878369791814,TRUE,1,5,FALSE,13,12793.570000248053,3533137.0782954255,12793.570000248053,6396.785000124027,TRUE
KEN,2020,Kenya_Migori_Rongo,123067.33761107968,14319.934534589249,0.045021355132876,3.6582700176023596e-7,173,0.116358530318121,TRUE,1,5,FALSE,14,167518.51776880273,3700655.596064228,167518.51776880273,83759.25888440137,TRUE
KEN,2020,Kenya_Mandera_Mandera South,60698.33795312908,53000.00765933491,0.03532702926612435,5.820098285624178e-7,153,0.8731706574941347,TRUE,1,5,FALSE,15,82622.21156576494,3783277.807629993,82622.21156576494,41311.10578288247,TRUE
CMR,2020,Cameroon_Extrême-Nord_Mayo Danay,845126.0244983492,126753.711971889,964.8408553677865,0.0011416532296949413,22,0.1499820243343324,TRUE,1,6,FALSE,16,1150380.4478098864,4933658.255439879,1150380.4478098864,575190.2239049432,TRUE
CMR,2020,Cameroon_Sud-Ouest_Fako,662455.1234969599,340414.45974133216,906.7222753080894,0.0013687301118930064,49,0.5138679552274523,TRUE,1,6,FALSE,17,901729.9190079253,5835388.174447805,901729.9190079253,450864.95950396266,TRUE
CMR,2020,Cameroon_Extrême-Nord_Mayo Tsanaga,973393.0796588011,119438.74127048066,766.6615802368948,7.876176605915762e-4,25,0.12270350361679884,TRUE,1,6,FALSE,18,1324976.789748738,7160364.964196543,1324976.789748738,662488.394874369,TRUE
CMR,2020,Cameroon_Littoral_Moungo,851384.9338067347,120050.9496141999,584.1422805677583,6.861083129060389e-4,26,0.14100666437380438,TRUE,1,6,FALSE,19,1158900.0374145918,8319265.001611135,1158900.0374145918,579450.0187072959,TRUE
CMR,2020,Cameroon_Ouest_Noun,728414.7297348793,77767.8994021121,355.0031801090332,4.8736408754150747e-4,48,0.10676321637594731,TRUE,1,6,FALSE,20,991513.7372335937,9310778.738844728,991513.7372335937,495756.86861679686,TRUE
TZA,2020,Tanzania_Dar es Salaam_Ilala,1152075.610305319,205603.3828626877,820.4523738417336,7.121514998692665e-4,10,0.17846344547490195,TRUE,1,7,FALSE,21,1568198.372876482,10878977.11172121,1568198.372876482,784099.186438241,TRUE
TZA,2020,Tanzania_Dar es Salaam_Temeke,1055457.650558524,172388.32567902925,482.90448868669984,4.57530899919251e-4,12,0.16333040514492012,TRUE,1,7,FALSE,22,1436682.5887471617,12315659.700468373,1436682.5887471617,718341.2943735808,TRUE
TZA,2020,Tanzania_Mara_Musoma Rural,213723.77454667547,39549.779675821,470.4916609465855,0.0022014006721738583,76,0.18505091330952356,TRUE,1,7,FALSE,23,290919.5129999265,12606579.213468298,290919.5129999265,145459.75649996326,TRUE
TZA,2020,Tanzania_Morogoro_Gairo,138220.06980147338,14108.268270939896,285.8151810706448,0.0020678269189211345,92,0.10207105445109178,TRUE,1,7,FALSE,24,188144.32544414361,12794723.538912442,188144.32544414361,94072.16272207181,TRUE
TZA,2020,Tanzania_Arusha_Lake Eyasi,4856.403686238923,2290.261634757613,157.72229955340364,0.03247718059359946,4,0.4715962227866858,TRUE,1,7,FALSE,25,6610.507409989275,12801334.046322431,6610.507409989275,3305.2537049946377,TRUE
TZA,2020,Tanzania_Tanga_Korogwe,382903.3764940368,41247.16374975792,132.00897737053492,3.4475793496323683e-4,172,0.10772212072776091,TRUE,1,7,FALSE,26,521205.7668920927,13322539.813214524,521205.7668920927,260602.88344604635,TRUE
TZA,2020,Tanzania_Mwanza_Lake Victoria,423811.89255193225,51835.88968232523,119.97082397560382,2.830756429537971e-4,108,0.1223087190173019,TRUE,1,7,FALSE,27,576890.1922413816,13899430.005455906,576890.1922413816,288445.0961206908,TRUE
TZA,2020,Tanzania_Mwanza_Ukerewe,430457.05062465434,121848.2582840481,108.52628581613786,2.5211873207478145e-4,113,0.2830671680420357,TRUE,1,7,FALSE,28,585935.5413347351,14485365.54679064,585935.5413347351,292967.77066736756,TRUE
TZA,2020,Tanzania_Tanga_Handeni Township Authority,51838.55609544307,10984.97036891944,100.14120665811994,0.0019317900458829134,168,0.2119073368612805,TRUE,1,7,FALSE,29,70562.32993214398,14555927.876722785,70562.32993214398,35281.16496607199,TRUE
TZA,2020,Tanzania_Tanga_Korogwe Township Authority,83894.52499315696,62220.98917459477,79.16344308405172,9.436067859077676e-4,171,0.7416573272173597,TRUE,1,7,FALSE,30,114196.72147442447,14670124.598197209,114196.72147442447,57098.360737212235,TRUE
TZA,2020,Tanzania_Pwani_Kisarawe,174093.6871758228,37178.52029192517,69.84857974314436,4.0121259349629396e-4,127,0.213554672171297,TRUE,1,7,FALSE,31,236975.27706956622,14907099.875266775,236975.27706956622,118487.63853478311,TRUE
TZA,2020,Tanzania_Simiyu_Lake Victoria,39261.30946228596,12905.152235141139,53.172923585743696,0.0013543339311395384,152,0.3286989764704029,TRUE,1,7,FALSE,32,53442.257665223835,14960542.132932,53442.257665223835,26721.128832611917,TRUE
TZA,2020,Tanzania_Katavi_Lake Tanganyika,5807.266613102007,3993.362731815001,12.50239002864583,0.0021528872121074462,40,0.687649284571405,TRUE,1,7,FALSE,33,7904.816291626029,14968446.949223625,7904.816291626029,3952.4081458130145,TRUE
TZA,2020,Tanzania_Rukwa_Lake Rukwa,1384.891271726667,1328.223372936099,10.416938565993853,0.007521845778554248,132,0.9590813373241099,TRUE,1,7,FALSE,34,1885.1056471519628,14970332.054870777,1885.1056471519628,942.5528235759814,TRUE
SSD,2020,South Sudan_Central Equatoria_Bahr al Jabal,633773.9651558211,126860.09909673799,1719.6358355103662,0.002713326722229072,1,0.20016615713387326,TRUE,1,8,FALSE,35,862689.299242642,15833021.354113419,862689.299242642,431344.649621321,TRUE
