cntry_code,year,district,wat,san,wash,pop,index,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
TZA,2020,Tanzania_Tabora_Igunga,0.8072449807542615,0.9332461360732058,0.9870043128155042,601483.1386681012,1,FALSE,1,818735.2209652109,818735.2209652109,818735.2209652109,409367.61048260547,TRUE
ZMB,2020,Zambia_Central_Mkushi,0.8066432017634113,0.5242891002400843,0.9079934803139267,216333.86230874763,40,FALSE,2,294472.3487208925,1113207.5696861034,294472.3487208925,147236.17436044625,TRUE
NGA,2020,Nigeria_Taraba_Bali,0.8061870814245619,0.8240945656472369,0.9647779007247339,282647.7895016792,2,FALSE,3,384738.466493705,1497946.0361798084,384738.466493705,192369.2332468525,TRUE
UGA,2020,Uganda_Mbarara_Kazo,0.8054840591709048,0.42862550319292675,0.8901407708343453,186204.24712304844,1,FALSE,4,253460.0982340636,1751406.134413872,253460.0982340636,126730.0491170318,TRUE
UGA,2020,Uganda_Mbarara_Nyabushozi,0.8040736265939116,0.561846410013125,0.9136070383213502,183738.12847988584,2,FALSE,5,250103.2324095167,2001509.3668233887,250103.2324095167,125051.61620475835,TRUE
SOM,2020,Somalia_Togdheer_Oodweyne,0.8037211569573454,0.788502566524901,0.9579195094372022,63133.89972853445,55,FALSE,6,85937.4835662013,2087446.85038959,85937.4835662013,42968.74178310065,TRUE
ZMB,2020,Zambia_Southern_Kazungula,0.8026278429975039,0.3561924595551441,0.8739098161899561,141527.20794051886,41,FALSE,7,192645.98193451445,2280092.8323241044,192645.98193451445,96322.99096725722,TRUE
AGO,2020,Angola_Malanje_Quirima,0.8014054086817313,0.8681341103335489,0.9737774038627088,33499.545412029154,45,FALSE,8,45599.37918772847,2325692.211511833,45599.37918772847,22799.689593864234,TRUE
AGO,2020,Angola_Zaire_Cuimba,0.8004215888368313,0.8673890512811032,0.9734152532807909,47155.78022417617,46,FALSE,9,64188.16365679001,2389880.375168623,64188.16365679001,32094.081828395007,TRUE
SOM,2020,Somalia_Jubbada Hoose_Afmadow,0.8002011745962354,0.7768382362932119,0.9553528082643324,90470.22789863088,56,FALSE,10,123147.52861298589,2513027.9037816087,123147.52861298589,61573.76430649294,TRUE
AGO,2020,Angola_Bié_Cuemba,0.8000720512653616,0.8865044625504347,0.9771855688504455,100029.85011875376,47,FALSE,11,136160.02872739904,2649187.932509008,136160.02872739904,68080.01436369952,TRUE
AGO,2020,Angola_Bengo_Icolo e Bengo,0.799956163834295,0.8079611460104178,0.9551893690427887,94144.05273685972,48,FALSE,12,128148.31682689213,2777336.2493359,128148.31682689213,64074.158413446065,TRUE
COD,2020,Democratic Republic of the Congo_Kasaï-Occidental_Kasaï,0.7995017179092708,0.8663332178125384,0.9691348230265783,3453123.6176966913,8,FALSE,13,4700371.043510061,7477707.292845961,4700371.043510061,2350185.5217550304,TRUE
NGA,2020,Nigeria_Sokoto_Binji,0.7985459048065343,0.47720726642078387,0.8940476618052853,144954.6254270407,3,FALSE,14,197311.36194729636,7675018.654793257,197311.36194729636,98655.68097364818,TRUE
AGO,2020,Angola_Zaire_N'Zeto,0.7980010486083333,0.8579645947442218,0.9713069915163711,74932.80590978038,49,FALSE,15,101998.08350395063,7777016.738297208,101998.08350395063,50999.04175197532,TRUE
SOM,2020,Somalia_Jubbada Hoose_Jamaame,0.7974917586280007,0.7756403619103478,0.9545639964100537,201554.34624866906,57,FALSE,16,274354.56059136626,8051371.298888574,274354.56059136626,137177.28029568313,TRUE
SOM,2020,Somalia_Jubbada Hoose_Kismaayo,0.7973999977111816,0.7756000012159348,0.9545365597327375,249395.15943190712,58,FALSE,17,339475.18698077404,8390846.485869348,339475.18698077404,169737.59349038702,TRUE
AGO,2020,Angola_Cuanza Norte_Cambambe,0.7972480649989242,0.8609688675652589,0.9705912057882276,54186.196599937895,50,FALSE,18,73757.92402884744,8464604.409898195,73757.92402884744,36878.96201442372,TRUE
SOM,2020,Somalia_Jubbada Hoose_Badhaadhe,0.7968153023372017,0.7755746317066091,0.9543988914558348,67241.48569175295,59,FALSE,19,91528.70480754192,8556133.114705738,91528.70480754192,45764.35240377096,TRUE
GIN,2020,Guinea_Kankan_Kouroussa,0.7959637950218383,0.5733136517559595,0.9130935057437645,259458.7495388504,5,FALSE,20,353173.6851434267,8909306.799849164,353173.6851434267,176586.84257171335,TRUE
AGO,2020,Angola_Uíge_Songo,0.7958361068529555,0.8743470136679573,0.9740805680067599,291019.9145471543,51,FALSE,21,396134.552615477,9305441.35246464,396134.552615477,198067.2763077385,TRUE
AGO,2020,Angola_Cuanza Norte_Lucala,0.7946752788127506,0.8810975573547709,0.9750914006641968,25106.514647275402,52,FALSE,22,34174.836326951336,9339616.188791592,34174.836326951336,17087.418163475668,TRUE
AGO,2020,Angola_Cuanza Norte_Pango Aluquém,0.7941778128011435,0.8195952709091443,0.9628573185041402,27603.293154265004,53,FALSE,23,37573.436173237824,9377189.62496483,37573.436173237824,18786.718086618912,TRUE
NGA,2020,Nigeria_Sokoto_Sabon Birni,0.793656935955068,0.3292491413348025,0.8641887935771116,299635.6984989971,4,FALSE,24,407862.30577115266,9785051.930735983,407862.30577115266,203931.15288557633,TRUE
MOZ,2020,Mozambique_Zambezia_Mocuba,0.7931316861275476,0.9400851964020155,0.9875969767185134,483327.71807621955,1,FALSE,25,657902.7750204349,10442954.705756418,657902.7750204349,328951.38751021744,TRUE
NGA,2020,Nigeria_Sokoto_Silame,0.792941961507863,0.4364661465055222,0.8831633864567943,91263.51557240404,5,FALSE,26,124227.34701041238,10567182.05276683,124227.34701041238,62113.67350520619,TRUE
GIN,2020,Guinea_Nzérékoré_Macenta,0.7924557772233118,0.6172038166969729,0.920791334726711,652447.9511580233,6,FALSE,27,888108.2163708424,11455290.269137673,888108.2163708424,444054.1081854212,TRUE
AGO,2020,Angola_Cuanza Norte_Ngonguembo,0.7917622196218151,0.8125340291787684,0.9609589847430354,21764.32216761202,54,FALSE,28,29625.464079535108,11484915.733217208,29625.464079535108,14812.732039767554,TRUE
AGO,2020,Angola_Cuanza Norte_Banga,0.7917381202566571,0.8127920647241006,0.9610002310573781,9401.741989525557,55,FALSE,29,12797.59449665906,11497713.327713868,12797.59449665906,6398.79724832953,TRUE
AGO,2020,Angola_Bengo_Ambriz,0.7904027413379442,0.8070542782955927,0.9595486764321987,29824.76588212824,56,FALSE,30,40597.291453275706,11538310.619167142,40597.291453275706,20298.645726637853,TRUE
AGO,2020,Angola_Cuanza Norte_Bula Atumba,0.7900296533712716,0.8042263341996692,0.9588931503911539,31901.825333260105,57,FALSE,31,43424.572251946105,11581735.19141909,43424.572251946105,21712.286125973053,TRUE
TCD,2020,Chad_Lac_Mamdi,0.7892639364209543,0.995738235792294,0.9989144064256751,348389.4659714923,4,FALSE,32,474225.6400333053,12055960.831452394,474225.6400333053,237112.82001665264,TRUE
NGA,2020,Nigeria_Sokoto_Tangazar,0.7888517015630518,0.4832162523174437,0.8907617427009964,169505.4144620038,6,FALSE,33,230729.74792220615,12286690.5793746,230729.74792220615,115364.87396110308,TRUE
ZMB,2020,Zambia_Eastern_Chipata,0.7887584638276006,0.41678789183846465,0.8771420818017442,644773.2975865459,42,FALSE,34,877661.5242132053,13164352.103587806,877661.5242132053,438830.76210660266,TRUE
AGO,2020,Angola_Cabinda_Belize,0.7884661225935017,0.6997538375240155,0.9383320574434327,44434.249162420194,58,FALSE,35,60483.631988380286,13224835.735576186,60483.631988380286,30241.815994190143,TRUE
AGO,2020,Angola_Cuanza Norte_Ambaca,0.7880673564746468,0.8001999891771633,0.9576382847032601,74395.06308493041,59,FALSE,36,101266.11121375328,13326101.84678994,101266.11121375328,50633.05560687664,TRUE
UGA,2020,Uganda_Rakai_Kakuuto,0.7872490873221505,0.5289723261109165,0.8999732471492593,147590.69046176746,3,FALSE,37,200899.5577751375,13527001.404565077,200899.5577751375,100449.77888756875,TRUE
AGO,2020,Angola_Cuanza Norte_Bolongongo,0.7869992888840727,0.8008703096733449,0.9575812222670574,21913.103399178304,60,FALSE,38,29827.98419468187,13556829.388759758,29827.98419468187,14913.992097340935,TRUE
AGO,2020,Angola_Cuanza Norte_Dembos,0.7868041686189822,0.8093125428078608,0.9593402486623597,35756.517709464286,61,FALSE,39,48671.55626777886,13605500.945027538,48671.55626777886,24335.77813388943,TRUE
AGO,2020,Angola_Cuanza Norte_Golungo Alto,0.7831569280407431,0.8009047191377121,0.9553004045504857,39899.23588926847,62,FALSE,40,54310.599270462546,13659811.544298,54310.599270462546,27155.299635231273,TRUE
COG,2020,Republic of Congo_Cuvette-Ouest_Mbomo,0.7822302753340638,0.9851585942862902,0.996622597371278,9330.024187309471,1,FALSE,41,12699.972656794107,13672511.516954795,12699.972656794107,6349.9863283970535,TRUE
ZMB,2020,Zambia_Southern_Gwembe,0.7822215950253506,0.30112929383539605,0.8462186512007169,87951.9058265327,43,FALSE,42,119719.6037957973,13792231.120750591,119719.6037957973,59859.80189789865,TRUE
NGA,2020,Nigeria_Bayelsa_Southern Ijaw,0.7821276255555636,0.8684922733374862,0.9711436858943845,423153.0998504481,7,FALSE,43,575993.4475891304,14368224.568339722,575993.4475891304,287996.7237945652,TRUE
AGO,2020,Angola_Cuando Cubango_Rivungo,0.7820224053388672,0.8822938207050733,0.9744107691427547,44058.98731807777,63,FALSE,44,59972.82782896886,14428197.39616869,59972.82782896886,29986.41391448443,TRUE
AGO,2020,Angola_Cabinda_Buco Zau,0.7818666654844288,0.7821721281695163,0.9522696905847085,99295.70870144671,64,FALSE,45,135160.7198575784,14563358.11602627,135160.7198575784,67580.3599287892,TRUE
COG,2020,Republic of Congo_Cuvette-Ouest_Kéllé,0.7816669919128854,0.9841585376905782,0.9962588062453283,32665.086691176984,2,FALSE,46,44463.51900931,14607821.635035578,44463.51900931,22231.759504655,TRUE
NGA,2020,Nigeria_Sokoto_Shagari,0.7812816639412776,0.2650878368721323,0.8396230410150953,131189.34202850546,8,FALSE,47,178574.1412000871,14786395.776235666,178574.1412000871,89287.07060004355,TRUE
TZA,2020,Tanzania_Tabora_Urambo,0.7784054100286198,0.9203252174130508,0.9823443578662349,255465.2163667842,2,FALSE,48,347737.71187357965,15134133.488109246,347737.71187357965,173868.85593678983,TRUE
NGA,2020,Nigeria_Sokoto_Yabo,0.7780749775192434,0.2519801486146323,0.8336647585040168,214045.13220425296,9,FALSE,49,291356.9431053958,15425490.431214642,291356.9431053958,145678.4715526979,TRUE
