cntry_code,year,district,pop,hr_pop,cases,incidence,index,hr_prop,hr_district,hr_level,cntry_rank,skip,id,vacc_pop_coverage,vacc_pop_cumsum,vacc_used,fvp,fullDistrict_target
SOM,2030,Somalia_Hiiraan_Jalalaqsi,103068.25791202654,60941.08487914532,981.9333620421212,0.009527020073243558,34,0.5912691852341321,TRUE,1,1,FALSE,1,140295.89109174756,140295.89109174756,140295.89109174756,70147.94554587378,TRUE
SOM,2030,Somalia_Nugaal_Garoowe,122396.05591587709,102681.47995464505,976.0331612181399,0.00797438409199205,49,0.8389280127230416,TRUE,1,1,FALSE,2,166604.77317361988,306900.66426536744,166604.77317361988,83302.38658680994,TRUE
SOM,2030,Somalia_Jubbada Dhexe_Saakow,137656.4648318663,77571.31148296563,1020.265596008364,0.0074116794823586175,37,0.5635137556213672,TRUE,1,1,FALSE,3,187377.1497584708,494277.81402383826,187377.1497584708,93688.5748792354,TRUE
SOM,2030,Somalia_Jubbada Dhexe_Bu'aale,123198.84890806291,41009.35327943718,758.899261586896,0.006159954157958281,35,0.3328712373769043,TRUE,1,1,FALSE,4,167697.53015314555,661975.3441769838,167697.53015314555,83848.76507657277,TRUE
SOM,2030,Somalia_Shabeellaha Hoose_Baraawe,51450.33373297342,19078.7583672077,225.0233573746933,0.004373603454985572,58,0.3708189429096071,TRUE,1,1,FALSE,5,70033.88399361933,732009.228170603,70033.88399361933,35016.94199680966,TRUE
SOM,2030,Somalia_Galguduud_Cadaado,100272.59131102114,62170.30595663117,425.0977020356844,0.004239420727815191,22,0.6200129581152843,TRUE,1,1,FALSE,6,136490.44657440382,868499.674745007,136490.44657440382,68245.22328720191,TRUE
SOM,2030,Somalia_Jubbada Hoose_Kismaayo,322243.4071297898,59398.906657172396,1337.2732260286543,0.004149885448207297,41,0.1843293154892951,TRUE,1,1,FALSE,7,438635.782418123,1307135.45716313,438635.782418123,219317.8912090615,TRUE
SOM,2030,Somalia_Bari_Bosaaso,425112.6384628418,309608.41667013906,1733.7867652196178,0.004078417361311088,12,0.7282973702914299,TRUE,1,1,FALSE,8,578660.7597308484,1885796.2168939782,578660.7597308484,289330.3798654242,TRUE
SOM,2030,Somalia_Jubbada Dhexe_Jilib,228080.82285414485,129889.67912165725,918.068896083467,0.004025191090574774,36,0.569489698854341,TRUE,1,1,FALSE,9,310462.2405723953,2196258.4574663737,310462.2405723953,155231.12028619766,TRUE
SOM,2030,Somalia_Banaadir_Mogadisho,1776963.358716473,1090848.701985015,7151.801632398845,0.00402473219119425,10,0.6138836215356468,TRUE,1,1,FALSE,10,2418791.8074767664,4615050.26494314,2418791.8074767664,1209395.9037383832,TRUE
SOM,2030,Somalia_Jubbada Hoose_Afmadow,116756.88701829333,18470.984737021503,425.48599978850007,0.0036442047287697506,38,0.15820038722107665,TRUE,1,1,FALSE,11,158928.77047860328,4773979.035421743,158928.77047860328,79464.38523930164,TRUE
SOM,2030,Somalia_Bakool_Tiyeeglow,164277.75544846323,30973.8680228562,581.9226608863155,0.0035423095433567376,7,0.18854572208087686,TRUE,1,1,FALSE,12,223613.88999963907,4997592.925421382,223613.88999963907,111806.94499981953,TRUE
SOM,2030,Somalia_Jubbada Hoose_Jamaame,260460.8754644936,151515.27784694126,915.5629407551532,0.003515164951827723,40,0.5817199131222149,TRUE,1,1,FALSE,13,354537.772909849,5352130.698331231,354537.772909849,177268.8864549245,TRUE
SOM,2030,Somalia_Gedo_Luuk,126670.69430862709,46107.98784159802,298.8884936109272,0.002359570974504171,31,0.3639988561936679,TRUE,1,1,FALSE,14,172423.3851745886,5524554.08350582,172423.3851745886,86211.6925872943,TRUE
SOM,2030,Somalia_Shabeellaha Hoose_Marka,373387.5063655993,159053.5767592669,667.9978995033025,0.0017890204897462155,60,0.42597455471241963,TRUE,1,1,FALSE,15,508252.8218610241,6032806.905366844,508252.8218610241,254126.41093051204,TRUE
SOM,2030,Somalia_Bay_Diinsoor,153261.66391156064,49794.969269379566,233.2237148658425,0.001521735500669129,19,0.3249016616321852,TRUE,1,1,FALSE,16,208618.85263481652,6241425.758001661,208618.85263481652,104309.42631740826,TRUE
SOM,2030,Somalia_Bay_Baydhabo,694022.8028868957,279427.2065585606,1025.7340207583266,0.0014779543503349263,17,0.40261963352823527,TRUE,1,1,FALSE,17,944699.6538169666,7186125.411818627,944699.6538169666,472349.8269084833,TRUE
SOM,2030,Somalia_Shabeellaha Hoose_Afgooye,782460.9447101648,126308.62025656474,1037.449689091878,0.001325880475064688,57,0.16142482396147112,TRUE,1,1,FALSE,18,1065081.1191191573,8251206.530937784,1065081.1191191573,532540.5595595787,TRUE
