scenario,measure,year,median,mean,ci_lower,ci_upper,alloc_strategy
allDistrict_who030718_v2,cases,2018,155965.1373330874,156003.65234304746,154075.57893376783,158662.1764994551,allDistrict
allDistrict_who030718_v2,cases,2019,315469.01681731665,315545.9589419618,311642.09297726944,320924.9590756725,allDistrict
allDistrict_who030718_v2,cases,2020,478434.88410753966,478550.2256467241,472623.60791156534,486710.42630264896,allDistrict
allDistrict_who030718_v2,cases,2021,645001.374910007,645155.0352664426,637156.8146180932,656159.6093323767,allDistrict
allDistrict_who030718_v2,cases,2022,815382.2067635515,815574.013622925,805452.5184836201,829489.8665811028,allDistrict
allDistrict_who030718_v2,cases,2023,989942.7814825447,990172.3899830445,977871.2559873265,1007072.7498929814,allDistrict
allDistrict_who030718_v2,cases,2024,1168820.138927379,1169087.147265262,1154548.1052395455,1189047.679102938,allDistrict
allDistrict_who030718_v2,cases,2025,1352207.1582976878,1352511.0771162703,1335673.2558624092,1375610.8399015001,allDistrict
allDistrict_who030718_v2,cases,2026,1540261.9587159455,1540602.22726915,1521402.571068246,1566923.085802173,allDistrict
allDistrict_who030718_v2,cases,2027,1733147.2823277623,1733523.2649393962,1711896.4644637133,1763149.9737953572,allDistrict
allDistrict_who030718_v2,cases,2028,1931030.6542333164,1931441.6352579123,1907320.05750903,1964461.9271972908,allDistrict
allDistrict_who030718_v2,cases,2029,2134084.5409376873,2134529.721737417,2107843.017649355,2171034.396935749,allDistrict
allDistrict_who030718_v2,cases,2030,2342478.542672648,2342965.013744161,2313631.335624243,2383048.033735052,allDistrict
allDistrict_who030718_v2,cases,2031,2560735.4543865556,2561262.0547362287,2529150.1523738867,2605095.148686719,allDistrict
allDistrict_who030718_v2,cases,2032,2788740.122385931,2789305.01776366,2754284.575485765,2837058.0902004424,allDistrict
allDistrict_who030718_v2,cases,2033,3026243.1743044714,3026844.807748563,2988788.1003888207,3078683.653206202,allDistrict
allDistrict_who030718_v2,cases,2034,3272840.3996006898,3273477.596483117,3232261.4176370515,3329561.2394645545,allDistrict
allDistrict_who030718_v2,cases,2035,3527980.710462663,3528652.775862545,3484160.268963803,3589130.951324895,allDistrict
allDistrict_who030718_v2,cases_cf,2018,156990.30655965395,157028.2881428084,155087.62563293867,159704.29539925646,allDistrict
allDistrict_who030718_v2,cases_cf,2019,318512.28202542337,318587.63077762676,314646.36528378853,324018.54225616495,allDistrict
allDistrict_who030718_v2,cases_cf,2020,484699.053094294,484811.089792765,478807.4201521016,493078.1723971166,allDistrict
allDistrict_who030718_v2,cases_cf,2021,655687.7321026756,655835.709293737,647705.9154998197,667022.6720653353,allDistrict
allDistrict_who030718_v2,cases_cf,2022,831619.5392543757,831802.6376687739,821481.0212635951,845995.7059619576,allDistrict
allDistrict_who030718_v2,cases_cf,2023,1012639.9283109909,1012857.2536577894,1000276.076034738,1030145.2460572321,allDistrict
allDistrict_who030718_v2,cases_cf,2024,1198898.7156558158,1199149.294450664,1184238.7129504702,1219623.7021479916,allDistrict
allDistrict_who030718_v2,cases_cf,2025,1390550.2133865403,1390832.989616239,1373520.9919993884,1414588.058208133,allDistrict
allDistrict_who030718_v2,cases_cf,2026,1587753.366927485,1588067.1977573163,1568279.534341074,1615200.011677191,allDistrict
allDistrict_who030718_v2,cases_cf,2027,1790671.897320488,1791015.5490049645,1768675.6625111275,1821626.1184824223,allDistrict
allDistrict_who030718_v2,cases_cf,2028,1999474.448443628,1999846.5917514763,1974875.5451158418,2034037.942449987,allDistrict
allDistrict_who030718_v2,cases_cf,2029,2214334.735712976,2214733.941883201,2187050.3444604203,2252612.2070992687,allDistrict
allDistrict_who030718_v2,cases_cf,2030,2435428.5658256905,2435856.4397990857,2405376.3695854326,2477530.9565743697,allDistrict
allDistrict_who030718_v2,cases_cf,2031,2662936.2161439583,2663398.31011138,2630024.9503544476,2708981.716347921,allDistrict
allDistrict_who030718_v2,cases_cf,2032,2897052.845427072,2897549.326240151,2861191.1691327007,2947157.6623320435,allDistrict
allDistrict_who030718_v2,cases_cf,2033,3137973.950098701,3138504.9814716564,3099067.875654121,3192257.796029497,allDistrict
allDistrict_who030718_v2,cases_cf,2034,3385900.923090092,3386466.665650745,3343853.4665057096,3444487.1227491754,allDistrict
allDistrict_who030718_v2,cases_cf,2035,3641041.234100014,3641641.8450508015,3595752.318175677,3704056.8349867323,allDistrict
allDistrict_who030718_v2,casesAverted,2018,1025.1692265665438,1024.6357997609493,1012.0437900450407,1042.1188998013843,allDistrict
allDistrict_who030718_v2,casesAverted,2019,3043.265208106768,3041.6718356649376,3004.2637880950956,3093.5831804924546,allDistrict
allDistrict_who030718_v2,casesAverted,2020,6264.168986754294,6260.864146040871,6183.794999869019,6367.746094467634,allDistrict
allDistrict_who030718_v2,casesAverted,2021,10686.357192668711,10680.674027294417,10549.072172831437,10863.06273295859,allDistrict
allDistrict_who030718_v2,casesAverted,2022,16237.332490824308,16228.62404584879,16028.460265205227,16505.83938085466,allDistrict
allDistrict_who030718_v2,casesAverted,2023,22697.14682844624,22684.86367474492,22404.76227468234,23072.496164250762,allDistrict
